model,order,level,success_rate,time_avg,time_var,steps,mean_f1_agent_0,mean_similarity_agent_0,mean_redundancy_agent_0,std_f1_agent_0,std_similarity_agent_0,std_redundancy_agent_0,mean_f1_agent_1,mean_similarity_agent_1,mean_redundancy_agent_1,std_f1_agent_1,std_similarity_agent_1,std_redundancy_agent_1,initiate_collaboration,respond_collaboration,overall_collaboration
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,boiled_corn_slices,2,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.3503627961126555,0.3263157894736843,0.6536340852130326,0.08774071518953341,0.14811839241547672,0.34604767959275384,0.1632145816072908,0.08616404308202154,0.12468931234465616
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,mashed_carrot_and_chickpea_patty,5,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.14624026447577457,0.08928571428571429,0.8055555555555555,0.05370003645351863,0.0425085025508503,0.29528182813151804,0.10305676855895196,0.11353711790393013,0.10829694323144104
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,baked_pumpkin_soup,3,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.29212418267396495,0.21804511278195485,0.6848370927318296,0.10129625757825136,0.10738990118109548,0.29623609570423376,0.181549815498155,0.11955719557195572,0.15055350553505537
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,baked_bell_pepper_soup,3,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.2644729635009162,0.18181818181818177,0.7478354978354979,0.13328179564285264,0.10709365261344572,0.3464048868675156,0.21574642126789367,0.27607361963190186,0.24591002044989776
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,baked_sweet_potato,1,0.3,0.0,0.0,120,0.3,0.3,0.3,0.45825756949558394,0.45825756949558394,0.45825756949558394,0.5331415484556319,0.7,0.6359401709401709,0.14102379728846667,0.24494897427831783,0.3691156263367361,0.3779385171790235,0.33634719710669075,0.3571428571428571
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,mashed_sweet_potato_and_bean_patty,5,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.14611778258995847,0.10119047619047616,0.5699074074074074,0.06401947276814095,0.045721105642075044,0.35352034950925637,0.1704312114989733,0.12217659137577003,0.14630390143737165
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,baked_potato_soup,3,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.2438664307858557,0.1714285714285714,0.6266666666666667,0.06522087342120592,0.057142857142857134,0.3241398874971525,0.19973368841544606,0.13448735019973368,0.16711051930758986
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,boiled_green_bean_slices,2,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.16664730025561275,0.19999999999999998,0.15785296574770258,0.19718393856383937,0.22478059477960657,0.200693432073987,0.8515346181299072,0.3426124197002141,0.5970735189150607
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,4,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.20928641856164787,0.13333333333333333,0.775,0.0945575635904203,0.06666666666666667,0.343693177121688,0.03711790393013101,0.03384279475982533,0.035480349344978165
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,boiled_potato_slices,2,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.3218276593271229,0.3076923076923077,0.5883012820512821,0.1331320393818513,0.14915938022819475,0.35898451794233127,0.176878612716763,0.08554913294797688,0.13121387283236993
